ID,NAME,DOMAIN,SERVICES,ABOUT,WHY WORK WITH US,BROCHURE,ADDRESS,STAFF,STAFF INVITES PENDING,CLIENTS,INDUSTRIES,PRIMARY SERVICE,COMPLETENESS PERCENT,CREATED ON,LAST UPDATED ON,LANGUAGES USED,HIDDEN (INACTIVE),LAST HIDDEN ON,LAST VISIBLE ON,ONLY VISIBLE TO WL
596,DUNREIDY ENGINEERING LTD,dunreidy.com,"Pharma,Food & Beverage,Beverages (Alcoholic),Food Ingredients,Beverages (Non-Alcoholic),Consumer Foods,Manufacturing, Engineering, Production Equipment","A leader in Mechanical and Electrical process engineering, high purity skid manufacturing and supply of our patented product Hycon. Dunreidy have designed and developed Hycon, a world class quality and hygienic stainless steel cable containment system. Hycon is patented, manufactured and distributed by Dunreidy and is currently recognised as the worlds leading solution in cleanroom cable containment systems offering superior quality, flexibility and reliability.https://youtu.be/toqY4L0tlJwhttps://youtu.be/M8T9y3TB4zkMarket Serve: UK, Europe, North America","Dunreidy's Ethos for our clients is as follows: “Quality in a service or product is not what you put into it, it's what the customer gets out of it”We strive to provide the highest level of engineering quality and excellence to our clients, it is integral to everything we do. It is the starting point from which we approach our work, start each and every project, develop our products and deliver our exceptional customer service. ",,"Hebron Park, Newpark Upper, Kilkenny, Ireland",,"Company Contact - cdunne@dunreidy.com, Donal Dunne - ddunne@dunreidy.com","Abbott (abbott.com), Amazon.com (amazon.com), Eli Lilly and (lilly.com), Mondelēz International (mondelezinternational.com), Pfizer (pfizer.com), Tirlán (tirlan.com), Valeo Foods (valeofoods.ie)",,Beverages (Non-Alcoholic),87,02/11/2023 21:11,,,no,-,02/11/2023 21:11,no
2183,RIVERSIDE MECHANICAL LTD,riverside-mechanical.com,,"Riverside Mechanical is a family owned Mechanical Services Company. Riverside, established in 2005 from humble beginnings, has now grown into a National Top 10 Mechanical Contractor. Riverside have grown based on an ethos of continued development offer...",,,,,,,,,0,05/12/2023 10:47,,,no,-,05/12/2023 10:47,no
2671,EVENT STRATEGIES LTD,eventstrategies.ie,,"Event Strategies is Ireland's leading B2B event organiser. With a strong track record in developing and managing leading industry conferences and awards programmes, we also provide rewarding networking and sponsorship opportunities. Projects developed and run by Event Strategies include: - The Agribusiness Awards - The Irish Accountancy Awards - The Event Industry Awards - The Aviation Industry Awards - The Marine Industry Awards - The Pharma Industry Awards - The National Procurement Awards - The Irish Logistic &amp. Transport Awards - The Irish Sponsorship Awards - The Irish Construction Industry Awards - The Irish Laboratory Awards - The Fit Out Awards - The HR Leadership &amp. Management Awards - The Building and Architect of the Year Awards - End2End Supply Chain Conference - The Fit Out Conference",,,,,,,,,0,12/12/2023 17:24,,,no,-,12/12/2023 17:24,no
1070,PACE LANGUAGE INSTITUTE LTD,paceinstitute.ie,,"This programme offers total immersion in the English language. Students may select General English, Business English, English for Specific Purposes or Intensive exam Preparation. This programme is suitable for juniors and adults.",,,,,,,,,0,23/11/2023 17:28,,,no,-,23/11/2023 17:28,no
924,EXCEL PLUMBING PRODUCTS LTD,excel-industries.com,,"Excel Industries is a company that provides a range of products including Gas Flex Systems, pushtite fittings, and Multilayer Pipe &amp. Fittings for household water services.",,,,,,,,,0,08/11/2023 18:00,,,no,-,08/11/2023 18:00,no
2588,HARP ELECTRICAL ENG LTD,harpelectricaleng.com,,"In existence since 2002, we have built a solid reputation as a quality electrical control panel manufacturing and electrical contracting company catering to clients large and small over Ireland, UK, and further abroad.",,,,,,,,,0,12/12/2023 17:19,,,no,-,12/12/2023 17:19,no
1676,SOUTHERN SCIENTIFIC SERVICES LTD,southernscientificireland.com,,"We are an Irish owned and operated environmental consultancy and testing facility. We are passionate about applying science to deliver integrated scientific and environmental services and solutions to society. Our company is home to highly qualified and experienced scientists who deliver a wide range of analytical and specialist consulting services to our clients in the agricultural, environmental, food, and pharmaceutical sectors. We pride ourselves in the quality of our work and the confidence you can place in our results. Our planning and environmental consultancy services ensure our clients that their operations are developed and operated in an environmentally responsible and sustainable manner and in compliance with their regulatory requirements.",,,,,,,,,0,29/11/2023 11:31,,,no,-,29/11/2023 11:31,no
1725,E-PIRE LTD,transpoco.ie,"Space,Space Applications (Navigation)","Transpoco is a leading provider of fleet telematics solutions. In the industry for over a decade, the company commenced with GPS tracking and has expanded its capability by including driving style, fuel efficiency and field service management, bringing a synchronised solution to fleet management and a safer environment for your drivers: SynX. We differentiate ourselves by working with the customer to identify the strong and weak areas of their fleet and putting the correct technology in place for each and every customer.","Comprehensive insight into key fleet data to make decisions and highlight areas of the business that need to be assessed or improved to increase the efficiency of your team. Transpoco takes care of your fleet for you, so you can better manage your time and create new growth opportunities for your business.By integrating data, Transpoco synchronises every aspect of your fleet and your business: from drivers to vehicles, from maintenance to safety, optimising relationships within your team and setting in motion a cycle of continuous development for your business.We have proven that these results can be achieved without additional management resources. Achieve measurable performance improvements, cost reductions and peace of mind about the cost and safety of your vehicles on the road.",,,,andrew.fleury@luna.systems,,,Space Applications (Navigation),25,29/11/2023 11:34,,,no,-,29/11/2023 11:34,no
1058,CLADA MINERAL WATER CO LTD,clada.com,,"Galway Water is a company that specializes in providing high-quality bottled water and water coolers. They offer Galway Pure Irish Still Water, which is bottled under strict quality controls and has a fresh, great taste. In addition to water, they also...",,,,,,,,,0,08/11/2023 18:11,,,no,-,08/11/2023 18:11,no
3764,Wiistream Ltd,wiistream.com,"Digital Entertainment,Sports Tech & Sporting Goods","Wiistream is a leader in OTT streaming solutions. We build whitelable OTT streaming platforms for SportingOrganisations, Federations, Leagues and Teams. These OTT streaming solutions can help these organisationsgenerate a new revenue stream through, pay per views, recurring subscriptions, advertising, selling sponsorship.Recent Media Coveragehttps://wiistream.com/https://www.echolive.ie/corksport/arid-41160433.htmlMarket Serve: UK, Europe, North America, Rest of World, Asia-Pacific, Middle East, Africa","Wiistream stands apart from its main competitors, by offering personalized branding, atransparent user experience, favorable revenue share models, and unique capabilities tailored to the needs ofsmaller, emerging sports organizations. These features combine to make Wiistream the premium choice forsports leagues looking to grow their brand and effectively engage with fans on a more profound level.",,,,,,,Digital Entertainment,12,26/07/2024 21:59,,,no,-,26/07/2024 21:59,no
1332,MICA POSTFORM LTD,micapost.com,,"Mica Post Form are Ireland's leading manufacturer of worktop solutions. Mica Postform Ltd is a family run business, founded in Dublin in 1983. Through continuous investment over the years Mica is uniquely positioned to offer our customers the latest trends in colours and textures in both Postformed and Edged worktops.",,,,,,,,,0,23/11/2023 17:54,,,no,-,23/11/2023 17:54,no
3216,ESKER READYMIX UNLIMITED COMPANY,eskerreadymix.ie,,"Esker Readymix is a company that has been operating since 1950. They supply ready-mix concrete, concrete blocks, and stone materials to commercial and private projects, including the farming sector. Their products are used in agricultural, housing, com...",,,,,,,,,0,11/01/2024 11:47,,,no,-,11/01/2024 11:47,no
695,UNILOKOMOTIVE LTD,unilok.ie,,Unilok is a company that specializes in the design and manufacture of rail shunters and machines for rail construction. They provide zero-emission electric machines for moving trains in tough environments.,,,,,,,,,0,08/11/2023 16:59,,,no,-,08/11/2023 16:59,no
978,P B MACHINE TECH LTD,pbmachinetech.ie,,PB Machine Tech is a family-owned hydraulic cylinder manufacturer that operates out of five manufacturing sites in Ireland and ships worldwide daily.,,,,,,,,,0,08/11/2023 18:03,,,no,-,08/11/2023 18:03,no
1705,SUPPORT IN SPORT GROUP (IRL) LTD,sispitches.com,,"Synthetic, hybrid and natural turf: SIS Pitches is your one-stop shop from manufacture and supply to installation and maintenance of the best pitches for your players. Whether you are a school, university, community or local club, or international stadium, SIS Pitches has over 18 years of experience in helping people just like you. If you are looking for a new football, rugby, hockey or multi-surface pitch, we can help. From Azerbaijan to Barnsley and Angola to Dubai, SIS Pitches has worked with Real Madrid, FC Barceolona, Newcastle Falcons, Saracens, Shakhtar Donetsk and on pitches for the Africa Cup of Nations, World Cup Finals, European Champions League and Six Nations Rugby. SIS Pitches is part of a framework agreement to provide the design, manufacture, installation and maintenance of artificial grass pitches, working in support of the Rugby Football Union (RFU), Football Association (FA) and Football Foundation (FF) capital investment programmes. SIS Pitches Ireland: https://www.linkedin.com/company/sis-pitches-ireland SIS Pitches Eastern Europe: https://www.linkedin.com/company/sispitchesee",,,,George Mullan - george@sispitches.com,,,,,12,29/11/2023 11:33,24/05/2024 15:11,,no,-,29/11/2023 11:33,no
